frame,time_s,x_m,y_m,z_m,vx_m_s,vy_m_s,vz_m_s,sep_km,earth_koz_violation_chief,earth_koz_violation_deputy,inner_koz_shape,inner_koz_inside,brt_value,brt_unsafe
404,12464.801142143888,0.0,3200.0,0.0,0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
405,12495.654610317511,0.0,3200.0,0.0,0.0,0.0,0.0,3.2,0,0,5056.790123456791,0,5352.800950270435,0
406,12526.508078491135,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
407,12557.361546664759,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
408,12588.215014838383,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
409,12619.068483012006,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
410,12649.92195118563,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
411,12680.775419359254,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
412,12711.628887532877,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
413,12742.4823557065,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
414,12773.335823880123,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
415,12804.189292053747,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
416,12835.04276022737,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
417,12865.896228400994,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
418,12896.749696574618,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
419,12927.603164748241,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
420,12958.456632921865,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
421,12989.310101095487,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
422,13020.16356926911,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
423,13051.017037442734,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
424,13081.870505616358,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
425,13112.723973789982,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
426,13143.577441963605,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
427,13174.43091013723,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
428,13205.284378310853,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
429,13236.137846484477,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
430,13266.991314658098,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
431,13297.844782831722,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
432,13328.698251005346,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
433,13359.55171917897,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
434,13390.405187352593,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
435,13421.258655526217,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
436,13452.11212369984,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
437,13482.965591873464,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
438,13513.819060047088,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
439,13544.67252822071,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
440,13575.525996394334,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
441,13606.379464567957,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
442,13637.232932741581,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
443,13668.086400915205,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
444,13698.939869088828,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
445,13729.793337262452,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
446,13760.646805436076,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
447,13791.500273609698,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
448,13822.353741783321,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
449,13853.207209956945,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
450,13884.060678130569,0.0,3200.0,0.0,0.0,-0.0,-0.0,3.2,0,0,5056.790123456791,0,5352.800950270435,0
451,13914.914146304192,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
452,13945.767614477816,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
453,13976.62108265144,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
454,14007.474550825063,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
455,14038.328018998687,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
456,14069.181487172309,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
457,14100.034955345933,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
458,14130.888423519556,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
459,14161.74189169318,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
460,14192.595359866804,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
461,14223.448828040428,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
462,14254.302296214051,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
463,14285.155764387675,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
464,14316.009232561299,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
465,14346.86270073492,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
466,14377.716168908544,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
467,14408.569637082168,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
468,14439.423105255792,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
469,14470.276573429415,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
470,14501.130041603039,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
471,14531.983509776663,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
472,14562.836977950286,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
473,14593.690446123908,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
474,14624.543914297532,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
475,14655.397382471156,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
476,14686.25085064478,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
477,14717.104318818403,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
478,14747.957786992027,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
479,14778.81125516565,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
480,14809.664723339274,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
481,14840.518191512898,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
482,14871.37165968652,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
483,14902.225127860143,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
484,14933.078596033767,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
485,14963.93206420739,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
486,14994.785532381014,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
487,15025.639000554638,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
488,15056.492468728262,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
489,15087.345936901886,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
490,15118.19940507551,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
491,15149.052873249131,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
492,15179.906341422755,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
493,15210.759809596379,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
494,15241.613277770002,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
495,15272.466745943626,0.0,3200.0,-0.0,-0.0,0.0,0.0,3.2,0,0,5056.790123456791,0,5352.800950270435,0
496,15303.32021411725,0.0,3200.0,0.0,0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
497,15334.173682290873,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
498,15365.027150464497,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
499,15395.880618638119,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
500,15426.734086811743,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
501,15457.587554985366,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
502,15488.44102315899,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
503,15519.294491332614,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
504,15550.147959506237,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
505,15581.001427679861,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
506,15611.854895853485,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
507,15642.708364027108,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
508,15673.56183220073,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
509,15704.415300374354,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
510,15735.268768547978,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
511,15766.122236721601,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
512,15796.975704895225,0.0,3200.0,0.0,0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
513,15827.829173068849,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
514,15858.682641242473,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
515,15889.536109416096,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
516,15920.38957758972,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
517,15951.243045763342,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
518,15982.096513936965,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998527,0,0,5056.790123456791,0,5352.800950270435,0
519,16012.94998211059,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000004722,0,0,5056.790123456791,0,5352.800950270435,0
520,16043.803450284213,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999861,0,0,5056.790123456791,0,5352.800950270435,0
521,16074.656918457837,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000001685,0,0,5056.790123456791,0,5352.800950270435,0
522,16105.51038663146,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000726,0,0,5056.790123456791,0,5352.800950270435,0
523,16136.363854805084,0.0,3200.0,0.0,0.0,0.0,0.0,3.20000000000015,0,0,5056.790123456791,0,5352.800950270435,0
524,16167.217322978708,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000077,0,0,5056.790123456791,0,5352.800950270435,0
525,16198.070791152331,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000003657,0,0,5056.790123456791,0,5352.800950270435,0
526,16228.924259325953,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999656,0,0,5056.790123456791,0,5352.800950270435,0
527,16259.777727499577,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999659,0,0,5056.790123456791,0,5352.800950270435,0
528,16290.6311956732,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999824,0,0,5056.790123456791,0,5352.800950270435,0
529,16321.484663846824,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000133,0,0,5056.790123456791,0,5352.800950270435,0
530,16352.338132020448,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000304,0,0,5056.790123456791,0,5352.800950270435,0
531,16383.191600194072,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999998088,0,0,5056.790123456791,0,5352.800950270435,0
532,16414.045068367694,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000295,0,0,5056.790123456791,0,5352.800950270435,0
533,16444.898536541317,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999849,0,0,5056.790123456791,0,5352.800950270435,0
534,16475.75200471494,0.0,3200.0,0.0,0.0,0.0,0.0,3.2000000000000846,0,0,5056.790123456791,0,5352.800950270435,0
535,16506.605472888565,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999933,0,0,5056.790123456791,0,5352.800950270435,0
536,16537.45894106219,0.0,3200.0,0.0,0.0,0.0,0.0,3.200000000000059,0,0,5056.790123456791,0,5352.800950270435,0
537,16568.312409235812,0.0,3200.0,0.0,0.0,0.0,0.0,3.1999999999999473,0,0,5056.790123456791,0,5352.800950270435,0
538,16599.165877409436,0.0,3200.0,0.0,0.0,0.0,0.0,3.199999999999992,0,0,5056.790123456791,0,5352.800950270435,0
539,16630.01934558306,0.0,3200.0,0.0,0.0,0.0,0.0,3.19999999999998,0,0,5056.790123456791,0,5352.800950270435,0
